CODE,TYPE,HEADING,LABELS,COST,DETAILS
 B6047217,bracelets,"Love bracelet, small model, 6 diamonds","yellow gold, diamonds",6000.0,"Love bracelet, small model, 18K yellow gold, set with 6 diamonds totaling 0.15 carats."
 B6047617,bracelets,"Love bracelet, small model, 6 diamonds","pink gold, diamonds",6000.0,"Love bracelet, small model, 18K pink gold, set with 6 diamonds totaling 0.15 carats."
 B6047717,bracelets,"Love bracelet, small model, 6 diamonds","white gold, diamonds",6400.0,"Love bracelet, small model, 18K white gold, set with 6 diamonds totaling 0.15 carats."
 B6064617,bracelets,Love bracelet,yellow gold,7600.0,"Love bracelet, 18K yellow gold."
 B6064717,bracelets,Love bracelet,white gold,8150.0,"Love bracelet, 18K white gold."
 N6717617,bracelets,Love bracelet,"white gold, diamonds",43200.0,"Love bracelet, 18K white gold, set with 204 brilliant-cut diamonds totaling 1.99 carats."
 B6030017,bracelets,"Love bracelet, 1 pink sapphire","pink gold, pink sapphire",4950.0,"Love bracelet, 18K rose gold, set with 1 rose sapphire. Width: 6.1mm."
 N6039217,bracelets,"Love bracelet, diamond-paved","pink gold, white gold, diamonds",32700.0,"Love necklace, 18K pink gold, 18K white gold, set with 144 brilliant-cut diamonds totaling 1.47 carats. Sold with a screwdriver."
 B6064516,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, diamonds",8750.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
 N6706117,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, onyx",10400.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, tsavorite garnets, onyx."
 N6711617,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, tsavorite garnets, onyx",10400.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold. Tsavorite garnets and onyx."
 N6036700,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, lacquer, diamond, tsavorite garnet, onyx",18200.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with 31 brilliant-cut diamonds totaling 0.26 carat. Tsavorite garnet, onyx."
 N6715217,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, onyx",,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N6700517,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx",24400.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with 3 brilliant-cut diamonds totaling 0.16 carat. Tsavorite garnets, onyx."
 N6712017,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, onyx",29600.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N6712117,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, tsavorite garnets, onyx",29600.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N6706217,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",33900.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, set with 194 brilliant-cut diamonds (1.37 carats), emeralds and onyx."
 N6715417,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, emeralds, onyx, diamonds",51000.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.51 carats."
 N6715617,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",54500.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.55 carats."
 B6046516,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, tsavorite garnets, diamonds",8750.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
 N6712017,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, onyx",29600.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N6715417,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, emeralds, onyx, diamonds",51000.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.51 carats."
 N6712017,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, onyx",29600.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 H6013017,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, emeralds, obsidians, diamonds",234000.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold, set with emeralds, obsidians and 739 brilliant-cut diamonds totaling 11.56 carats."
 N6033402,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, lacquer, tsavorite garnets, onyx",35000.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer. Tsavorite garnets, onyx."
 N6710117,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, black lacquer, onyx, tsavorite garnets",35000.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold, black lacquer, tsavorite garnets, onyx."
 N6034202,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, lacquer, tsavorite garnets, onyx",37400.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, black lacquer. Tsavorite garnets, onyx."
 N6035317,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, diamonds, emeralds, onyx",88000.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, set with 360 brilliant-cut diamonds totaling 4.33 carats. Emeralds, onyx."
 N6717517,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",105000.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 647 brilliant-cut diamonds totaling 7.56 carats."
 H6001017,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",126000.0,"Bracelet, 18K white gold, black toile de moire, set with 581 brilliant-cut diamonds (4.13 carats), emeralds and onyx."
 HP601186,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",149000.0,"Bracelet, white gold, 861 brilliant-cut diamonds totaling 8.31 carats, emeralds, onyx."
 H6001517,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",160000.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, set with 833 brilliant-cut diamonds totaling 9 carats, emeralds and onyx."
 H6007417,bracelets,PanthÃ¨re de Cartier bracelet,"white gold, emeralds, onyx, diamonds",228000.0,"PanthÃ¨re de Cartier bracelet, 18K white gold, 704 brilliant-cut diamonds totaling 16.02 carats, emeralds, onyx."
 H6013017,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, emeralds, obsidians, diamonds",234000.0,"PanthÃ¨re de Cartier bracelet, 18K pink gold, set with emeralds, obsidians and 739 brilliant-cut diamonds totaling 11.56 carats."
 H6013117,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, emeralds, onyx, diamonds",234000.0,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, set with emeralds, onyx and 739 brilliant-cut diamonds totaling 11.56 carats."
 H6007517,bracelets,PanthÃ¨re de Cartier bracelet,"platinum, emeralds, onyx, diamonds",251000.0,"Bracelet - 950â€° platinum, 744 brilliant-cut diamonds totaling 12.73 carats, emeralds, onyx."
 HP601197,bracelets,PanthÃ¨re de Cartier bracelet,"platinum, emeralds, onyx, diamonds",306000.0,"Bracelet - 950â€° platinum, 981 brilliant-cut diamonds totaling 12.70 carats, emeralds, onyx."
 HP601221,bracelets,Faune et Flore de Cartier bracelet,"platinum, emeralds, diamonds",177000.0,"Bracelet - 950â€° platinum, emeralds, brilliant-cut diamonds."
 H6024617,bracelets,Cactus de Cartier bracelet,"yellow gold, chrysoprase, lapis lazuli, diamonds",68500.0,"Cactus de Cartier bracelet, 18K yellow gold, set with 16 chrysoprases, 14 lapis lazulis and 36 brilliant-cut diamonds totaling 0.76 carats."
 N6713417,bracelets,Cactus de Cartier bracelet,"yellow gold, diamonds",84000.0,"Cactus de Cartier bracelet, 18K yellow gold, set with 223 brilliant-cut diamonds totaling 4.26 carats."
 H6015317,bracelets,Cactus de Cartier bracelet,"yellow gold, emeralds, diamonds",200000.0,"Cactus de Cartier bracelet, 18K yellow gold, emeralds, set with 204 brilliant-cut diamonds totaling 5.92 carats."
 H6015217,bracelets,Cactus de Cartier bracelet,"yellow gold, emeralds, chrysoprases, carnelians, diamonds",217000.0,"Cactus de Cartier bracelet, 18K yellow gold, chrysoprases, emeralds, carnelians, 8 brilliant-cut diamonds totaling 0.61 carat."
 B6016700,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold",580.0,"Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Comes on a cord. Width: 2 mm. Inner diameter: 10.7mm"
 B6046200,bracelets,Trinity bracelet,"white gold, ceramic",580.0,"Trinity bracelet, 18K white gold, black ceramic. Width: 2 mm. Inner diameter 10.7mm."
 B6036818,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold",,"Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Width: 1.1mm. Inner diameter 7.3mm."
 B6058718,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold, diamond",2980.0,"Trinity bracelet, 18K white gold, 18K yellow gold, 18K pink gold, set with a brilliant-cut diamond of 0.18 carats."
 B6050217,bracelets,Trinity bracelet,"white gold, pink gold, yellow gold",6700.0,"Trinity bracelet, small model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 2.8mm."
 N6711717,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold, diamonds",27800.0,"Trinity bracelet, small model, 18K white gold, 18K yellow gold, 18K pink gold, set with 324 diamonds totaling 1.74 carats."
 B6013302,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold",9100.0,"Trinity bracelet, medium model, 18K white gold, 18K pink gold, 18K yellow gold."
 N6703317,bracelets,C de Cartier bracelet,"pink gold, diamonds",11800.0,"C de Cartier Classic Diamonds bracelet, 18K pink gold, set with 55 brilliant-cut diamonds (1.53 carats)."
 N6703417,bracelets,C de Cartier bracelet,"white gold, diamonds",12600.0,"C de Cartier bracelet, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.53 carats."
 N6707917,bracelets,Essential Lines bracelet,"white gold, diamonds",20600.0,"Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut diamonds totaling 3.34 carats."
 N6711417,bracelets,Essential Lines bracelet,"white gold, diamonds, sapphires",,"Essential Lines bracelet, 18K white gold, set with 26 brilliant-cut diamonds totaling 2.34 carats, and 26 brilliant-cut sapphires."
 N6712417,bracelets,Essential Lines bracelet,"white gold, sapphires",16200.0,"Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut sapphires."
 N6712317,bracelets,Essential Lines bracelet,"white gold, sapphires",22300.0,"Essential Lines bracelet, 18K white gold, set with 52 brilliant-cut sapphires."
 B6045617,bracelets,Diamants LÃ©gers bracelet XS,"yellow gold, diamond",760.0,"Diamants LÃ©gers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.04 carats."
 B6045717,bracelets,Diamants LÃ©gers bracelet XS,"pink gold, diamond",760.0,"Diamants LÃ©gers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.04 carats."
 B6045517,bracelets,Diamants LÃ©gers bracelet XS,"white gold, diamond",820.0,"Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.04 carats."
 B6037300,bracelets,Saphirs LÃ©gers de Cartier bracelet,"pink gold, pink sapphire",920.0,"Saphirs LÃ©gers de Cartier bracelet, 18K pink gold, set with a pink sapphire."
 B6040300,bracelets,"Diamants LÃ©gers bracelet, SM","pink gold, diamond",1180.0,"Diamants LÃ©gers bracelet, 18K pink gold, set with 1 brilliant-cut diamond of 0.09 carat."
 B6043300,bracelets,"Diamants LÃ©gers bracelet, SM","yellow gold, diamond",1180.0,"Diamants LÃ©gers bracelet, 18K yellow gold, set with 1 brilliant-cut diamond of 0.09 carat."
 B6037200,bracelets,"Diamants LÃ©gers bracelet, SM","white gold, diamond",1260.0,"Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.09 carat."
 B6062917,bracelets,Diamants LÃ©gers bracelet,"yellow gold, diamonds",1750.0,"Diamants LÃ©gers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.13 carats."
 B6063017,bracelets,Diamants LÃ©gers bracelet,"pink gold, diamonds",1750.0,"Diamants LÃ©gers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.13 carats."
 B6063117,bracelets,Diamants LÃ©gers bracelet,"white gold, diamonds",1870.0,"Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.13 carats."
 B6049817,bracelets,Etincelle de Cartier bracelet,"pink gold, diamonds",,"Etincelle de Cartier bracelet, 18K pink gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
 B6049917,bracelets,Etincelle de Cartier bracelet,"yellow gold, diamonds",7200.0,"Etincelle de Cartier bracelet, 18K yellow gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
 B6049717,bracelets,Etincelle de Cartier bracelet,"white gold, diamonds",7700.0,"Etincelle de Cartier bracelet, 18K white gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
 H6012717,bracelets,Reflection de Cartier bracelet,"white gold, diamonds",148000.0,"Reflection de Cartier bracelet, 18K white gold, set with 104 brilliant-cut diamonds totaling 4.49 carats and 52 baguette-cut diamonds totaling 5.85 carats."
 B6038000,bracelets,Logo bracelet,"pink gold, diamonds",1810.0,"Double C de Cartier bracelet, 18K pink gold, set with 2 brilliant-cut diamonds of 0.04 carat."
 N6713317,bracelets,Etincelle de Cartier bracelet,"white gold, diamonds",33500.0,"Ã‰tincelle de Cartier bracelet, 18K white gold, set with 178 brilliant-cut diamonds totaling 2.58 carats."
 HP600115,bracelets,Etincelle de Cartier bracelet,"platinum, diamonds",103000.0,"Ã‰tincelle de Cartier bracelet, 950â€° platinum, set with 370 brilliant-cut diamonds totaling 18.41 carats."
 H6019817,bracelets,Reflection de Cartier bracelet,"white gold, diamonds",263000.0,"Large model Reflection de Cartier bracelet, 18K white gold, set with 166 baguette-cut diamonds totaling 12.96 carats, 30 princess-cut diamonds totaling 4.23 carats and 2 troidia-cut diamonds totaling 0.81 carats."
 B6048217,bracelets,Juste un Clou bracelet,yellow gold,6800.0,"Juste un Clou bracelet, classic, 18K yellow gold. Width: 3.5mm."
 B6048117,bracelets,Juste un Clou bracelet,pink gold,6800.0,"Juste un Clou bracelet, classic, 18K rose gold. Width: 3.5mm."
 B6048317,bracelets,Juste un Clou bracelet,white gold,7300.0,"Juste un Clou bracelet, classic, 18K white gold, rhodium-finish. Width: 3.5mm."
 B6048517,bracelets,Juste un Clou bracelet,"pink gold, diamonds",11800.0,"Juste un Clou bracelet, classic, 18K pink gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
 B6048617,bracelets,Juste un Clou bracelet,"yellow gold, diamonds",11800.0,"Juste un Clou bracelet, classic, 18K yellow gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
 N6707317,bracelets,Juste un Clou bracelet,"white gold, diamonds",46700.0,"Juste un Clou bracelet, classic, 18K white gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
 B6048717,bracelets,Juste un Clou bracelet,"white gold, diamonds",12600.0,"Juste un Clou bracelet, classic, 18K white gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
 B6062617,bracelets,Juste un Clou bracelet SM,yellow gold,3050.0,"Juste un Clou bracelet, small model, 18K yellow gold. Width: 2.5mm."
 N6708617,bracelets,Juste un Clou bracelet,"pink gold, diamonds",81000.0,"Juste un Clou bracelet, 18K pink gold, set with 624 brilliant-cut diamonds totaling 3.61 carats."
 N6709817,bracelets,Juste un Clou bracelet,"yellow gold, diamonds",43600.0,"Juste un Clou bracelet, classic, 18K yellow gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
 B6062517,bracelets,Juste un Clou bracelet SM,pink gold,,"Juste un Clou bracelet, small model, 18K rose gold. Width: 2.5mm."
 N6708417,bracelets,Juste un Clou bracelet,"pink gold, diamonds",21200.0,"Juste un Clou bracelet, 18K pink gold, set with 62 brilliant-cut diamonds totaling 0.51 carats."
 N6708517,bracelets,Juste un Clou bracelet,"white gold, diamonds",22700.0,"Juste un Clou bracelet, 18K white gold, set with 62 brilliant-cut diamonds totaling 0.51 carats."
 N6702117,bracelets,Juste un Clou bracelet,"pink gold, diamonds",43600.0,"Juste un Clou bracelet, classic, 18K pink gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
 N6712517,bracelets,Juste un Clou bracelet,"yellow gold, diamonds",87500.0,"Juste un Clou bracelet, large model, 18K yellow gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
 N6716817,bracelets,Juste un Clou bracelet,"white gold, ceramic, diamonds",19900.0,"Juste un Clou bracelet, 18K white gold, ceramic, set with brilliant-cut 76 diamonds totaling 0.78 carat."
 N6039317,bracelets,Juste un Clou bracelet,pink gold,35900.0,"Juste un Clou bracelet, large model, 18K pink gold."
 N6039717,bracelets,Juste un Clou bracelet,yellow gold,35900.0,"Juste un Clou bracelet, large model, 18K yellow gold."
 N6711917,bracelets,Juste un Clou bracelet,"pink gold, diamonds",87500.0,"Juste un Clou bracelet, large model, 18K pink gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
 HP601192,bracelets,Juste un Clou bracelet,"white gold, diamonds",312000.0,"Bracelet - 18K white gold, 1,752 brilliant-cut diamonds totaling 27.60 carats."
 H6004717,bracelets,Juste un Clou bracelet,"white gold, diamonds",331000.0,"Juste un Clou cuff bracelet, 18K white gold, set with 2,352 brilliant-cut diamonds totaling 26.73 carats."
 B6021300,bracelets,Santos de Cartier bracelet,yellow gold,3150.0,"Santos de Cartier bracelet, 18K yellow gold."
 B6021400,bracelets,Santos de Cartier bracelet,white gold,,"Santos de Cartier bracelet, 18K white gold."
 B6065417,bracelets,Maillon PanthÃ¨re bracelet,yellow gold,6350.0,"Maillon PanthÃ¨re bracelet, 18K yellow gold."
 B6065617,bracelets,Maillon PanthÃ¨re bracelet,yellow gold,10600.0,"Maillon PanthÃ¨re bracelet, 18K yellow gold."
 N6701000,bracelets,"Maillon PanthÃ¨re thin bracelet, 3 diamond-paved rows","white gold, diamonds",39700.0,"Maillon PanthÃ¨re bracelet, 18K white gold, set with 336 brilliant-cut diamonds totaling 2.41 carats."
 B6063817,bracelets,Ecrou de Cartier bracelet,yellow gold,6600.0,"Ecrou de Cartier bracelet, 18K yellow gold."
 B6049617,bracelets,Ecrou de Cartier bracelet,white gold,7050.0,"Ã‰crou de Cartier bracelet, 18K white gold. Width: 3.5mm."
 B6049517,bracelets,Ecrou de Cartier bracelet,pink gold,6600.0,"Ã‰crou bracelet, 18K rose gold. Width: 3.5mm."
 N6714517,bracelets,Ecrou de Cartier bracelet,"pink gold, diamonds",18700.0,"Ecrou de Cartier bracelet, 18K pink gold, set with 24 baguette-cut diamonds totaling 1.29 carats."
 B6064417,bracelets,Ecrou de Cartier bracelet,white gold,7050.0,"Ecrou de Cartier bracelet, 18K white gold, non-rhodium finish."
 B6040200,bracelets,Symbols bracelet,"pink gold, diamonds",,"Hearts and Symbols bracelet, 18K pink gold, set with 11 brilliant-cut diamonds totaling 0.13 carat."
 B6040400,bracelets,Symbols bracelet,"white gold, diamonds",2360.0,"Hearts and Symbols bracelet, 18K white gold, set with 11 brilliant-cut diamonds totaling 0.13 carat."
 N6713817,bracelets,Agrafe bracelet,"pink gold, diamonds",21200.0,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 67 brilliant-cut diamonds totaling 1.82 carats."
 N6713917,bracelets,Agrafe bracelet,"pink gold, diamonds",33600.0,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 77 brilliant-cut diamonds totaling 2.76 carats."
 H6020016,bracelets,Agrafe bracelet,"white gold, diamonds",96000.0,"Agrafe RÃ©sille bracelet, 18K white gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 H6001317,bracelets,Agrafe bracelet,"pink gold, diamonds",58500.0,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 175 brilliant-cut diamonds totaling 3.98 carats."
 H6020116,bracelets,Agrafe bracelet,"pink gold, diamonds",89500.0,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 H6020117,bracelets,Agrafe bracelet,"pink gold, diamonds",89500.0,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 H6032417,bracelets,Pluie de Cartier bracelet,"white gold, diamonds",137000.0,"Pluie de Cartier bracelet, 18K white gold, set with 342 brilliant-cut diamonds totaling 14.10 carats and 9 square-cut diamonds totaling 0.73 carat."
 HP601053,bracelets,Agrafe cuff bracelet,"yellow gold, diamonds",,"Agrafe cuff bracelet - 18K yellow gold, 1,302 brilliant-cut diamonds totaling 30.28 carats."
 HP601087,bracelets,Agrafe cuff bracelet,"pink gold, diamonds",247000.0,"Agrafe cuff bracelet - 18K pink gold, 1,302 brilliant-cut diamonds totaling 30.28 carats."
 H6024217,bracelets,Pluie de Cartier bracelet,"white gold, diamonds",114000.0,"Pluie de Cartier bracelet, 18K white gold, set with 300 diamonds totaling 16.27 carats."
 N6713117,bracelets,Pluie de Cartier bracelet,"white gold, diamonds",153000.0,"Pluie de Cartier bracelet, 18K white gold, set with 280 brilliant-cut diamonds totaling 16.20 carats."
 B6065217,bracelets,Clash de Cartier bracelet Medium Model,pink gold,8750.0,"Clash de Cartier bracelet, medium model, 18K pink gold. Width: 8mm"
 B6065117,bracelets,Clash de Cartier bracelet Small Model,pink gold,6600.0,"Clash de Cartier bracelet, small model, 18K pink gold. Width: 6.4mm"
 B6065717,bracelets,Clash de Cartier bracelet Medium Model,white gold,9350.0,"Clash de Cartier bracelet, medium model, rhodiumized 18K white gold. Width: 8mm"
 N6715017,bracelets,Clash de Cartier bracelet Diamonds,"pink gold, diamonds",25500.0,"Clash de Cartier bracelet, 18K pink gold, set with 51 brilliant-cut diamonds totaling 1.51 carats. Width: 6.8 mm."
 N6718417,bracelets,Clash de Cartier bracelet Large Model,"pink gold, amazonite",56000.0,"Clash de Cartier bracelet, large model, 18K pink gold, amazonite."
 B3047100,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, diamonds, white mother-of-pearl",,"Amulette de Cartier necklace, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B3047200,necklaces,"Amulette de Cartier necklace, XS model","pink gold, onyx, diamonds",1900.0,"Amulette de Cartier necklace, XS model, 18K pink gold, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224550,necklaces,"Amulette de Cartier necklace, XS model","pink gold, malachite, diamond",2180.0,"Amulette de Cartier necklace, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats.  Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224569,necklaces,"Amulette de Cartier necklace, XS model","pink gold, onyx, white mother-of-pearl, diamond",3500.0,"Amulette de Cartier necklace, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm. Adjustable chain."
 B7224558,necklaces,"Amulette de Cartier necklace, small model","pink gold, onyx, diamond",3650.0,"Amulette de Cartier necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carats, onyx."
 B7224521,necklaces,"Amulette de Cartier necklace, small model","yellow gold, lapis lazuli, diamond",4900.0,"Amulette de Cartier necklace, small model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
 B7224518,necklaces,"Amulette de Cartier necklace, XS model","pink gold, carnelian, diamond",2180.0,"Amulette de Cartier necklace, XS model, 18K pink gold, carnelian, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B3153108,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, lapis lazuli, diamond",2560.0,"Amulette de Cartier necklace, XS model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224520,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, chrysoprase, diamond",2560.0,"Amulette de Cartier necklace, XS model, 18K yellow gold, chrysoprase, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224542,necklaces,"Amulette de Cartier necklace, small model","pink gold, malachite, diamond",,"Amulette de Cartier necklace, small model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
 B3047300,necklaces,"Amulette de Cartier necklace, XS model","white gold, diamonds",4950.0,"Amulette de Cartier necklace, XS model, 18K white gold, set with 20 brilliant-cut diamonds totaling 0.25 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7212400,necklaces,Love necklace,yellow gold,2160.0,"Love necklace, 18K yellow gold. Inner diameter 8mm. Chain length: 440mm."
 B7014600,necklaces,"Love necklace, 3 diamonds","white gold, diamonds",4250.0,"Love necklace, 18K white gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
 B7212300,necklaces,Love necklace,pink gold,2160.0,"Love necklace, 18K rose gold. Inner diameter 8mm. Chain length: 440mm."
 B7219500,necklaces,"Love necklace, 2 diamonds","yellow gold, diamonds",2230.0,"Love necklace, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
 B7224509,necklaces,"Love necklace, 2 diamonds","pink gold, diamonds",2230.0,"Love necklace, 18K rose gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter 7.8mm. Chain length: 392mm."
 B7212500,necklaces,Love necklace,white gold,2310.0,"Love necklace, 18K white gold. Inner diameter 8mm. Chain length: 440mm."
 B7219400,necklaces,"Love necklace, 2 diamonds","white gold, diamonds",2390.0,"Love necklace, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
 B7014200,necklaces,Love necklace,yellow gold,3050.0,"Love necklace, 18K yellow gold. Inner diameter 16mm. Chain length: 420mm."
 B7014400,necklaces,Love necklace,pink gold,3050.0,"Love necklace, 18K rose gold. Inner diameter 16mm. Chain length: 420mm."
 B7219700,necklaces,"Love necklace, 6 diamonds","pink gold, white gold, diamonds",3150.0,"Love necklace, 18K rose gold, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.01 carats. Mini cicle inner diameter: 5.6mm Baby love inner diameter: 8mm Chain length: 370mm."
 B7014300,necklaces,Love necklace,white gold,3250.0,"Love necklace, 18K white gold. Inner diameter 16mm. Chain length: 420mm."
 B7014500,necklaces,"Love necklace, 3 diamonds","yellow gold, diamonds",4000.0,"Love necklace, 18K yellow gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
